3032100	Lordsworn's Mystic Greatsword
3040000	Knight's Greatsword
3040100	Knight's Heavy Greatsword
3040200	Knight's Keen Greatsword
3040300	Knight's Quality Greatsword
3040400	Knight's Glint Greatsword
3040500	Knight's Dragonkin Greatsword
3040600	Knight's Gravity Greatsword
3040700	Knight's Flame Greatsword
3040800	Knight's Golden Greatsword
3040900	Knight's Draconic Greatsword
3041000	Knight's Bestial Greatsword
3041100	Knight's Night Greatsword
3041200	Knight's Lava Greatsword
3041300	Knight's Frenzy Greatsword
3041400	Knight's Death Greatsword
3041500	Knight's Godslayer Greatsword
3041600	Knight's Frost Greatsword
3041700	Knight's Aberrant Greatsword
3041800	Knight's Bloodflame Greatsword
3041900	Knight's Rotten Greatsword
3042000	Knight's Storm Greatsword
3042100	Knight's Mystic Greatsword
3050000	Flamberge
3050100	Heavy Flamberge
3050200	Keen Flamberge
3050300	Quality Flamberge
3050400	Glint Flamberge
3050500	Dragonkin Flamberge
3050600	Gravity Flamberge
3050700	Flame Flamberge
3050800	Golden Flamberge
3050900	Draconic Flamberge
3051000	Bestial Flamberge
3051100	Night Flamberge
3051200	Lava Flamberge
3051300	Frenzy Flamberge
3051400	Death Flamberge
3051500	Godslayer Flamberge
3051600	Frost Flamberge
3051700	Aberrant Flamberge
3051800	Bloodflame Flamberge
3051900	Rotten Flamberge
3052000	Storm Flamberge
3052100	Mystic Flamberge
3060000	Ordovis's Greatsword
3070000	Alabaster Lord's Greatsword
3080000	Banished Knight's Greatsword
3080100	Banished Knight's Heavy Greatsword
3080200	Banished Knight's Keen Greatsword
3080300	Banished Knight's Quality Greatsword
3080400	Banished Knight's Glint Greatsword
3080500	Banished Knight's Dragonkin Greatsword
3080600	Banished Knight's Gravity Greatsword
3080700	Banished Knight's Flame Greatsword
3080800	Banished Knight's Golden Greatsword
3080900	Banished Knight's Draconic Greatsword
3081000	Banished Knight's Bestial Greatsword
3081100	Banished Knight's Night Greatsword
3081200	Banished Knight's Lava Greatsword
3081300	Banished Knight's Frenzy Greatsword
3081400	Banished Knight's Death Greatsword
3081500	Banished Knight's Godslayer Greatsword
3081600	Banished Knight's Frost Greatsword
3081700	Banished Knight's Aberrant Greatsword
3081800	Banished Knight's Bloodflame Greatsword
3081900	Banished Knight's Rotten Greatsword
3082000	Banished Knight's Storm Greatsword
3082100	Banished Knight's Mystic Greatsword
3090000	Dark Moon Greatsword
3100000	Sacred Relic Sword
3110000	Celestial Blade
3120000	Sword of the Cyclops
3130000	Helphen's Steeple
3140000	Blasphemous Blade
3150000	Marais Executioner's Sword
3160000	Sword of Milos
3160100	Heavy Sword of Milos
3160200	Keen Sword of Milos
3160300	Quality Sword of Milos
3160400	Glint Sword of Milos
3160500	Dragonkin Sword of Milos
3160600	Gravity Sword of Milos
3160700	Flame Sword of Milos
3160800	Golden Sword of Milos
3160900	Draconic Sword of Milos
3161000	Bestial Sword of Milos
3161100	Night Sword of Milos
3161200	Lava Sword of Milos
3170000	Golden Order Greatsword
3180000	Claymore
3180100	Heavy Claymore
3180200	Keen Claymore
3180300	Quality Claymore
3180400	Glint Claymore
3180500	Dragonkin Claymore
3180600	Gravity Claymore
3180700	Flame Claymore
3180800	Golden Claymore
3180900	Draconic Claymore
3181000	Bestial Claymore
3181100	Night Claymore
3181200	Lava Claymore
3181300	Frenzy Claymore
3181400	Death Claymore
3181500	Godslayer Claymore
3181600	Frost Claymore
3181700	Aberrant Claymore
3181800	Bloodflame Claymore
3181900	Rotten Claymore
3182000	Storm Claymore
3182100	Mystic Claymore
3190000	Gargoyle's Greatsword
3190100	Gargoyle's Heavy Greatsword
3190200	Gargoyle's Keen Greatsword
3190300	Gargoyle's Quality Greatsword
3190400	Gargoyle's Glint Greatsword
3190500	Gargoyle's Dragonkin Greatsword
3190600	Gargoyle's Gravity Greatsword
3190700	Gargoyle's Flame Greatsword
3190800	Gargoyle's Golden Greatsword
3190900	Gargoyle's Draconic Greatsword
3191000	Gargoyle's Bestial Greatsword
3191100	Gargoyle's Night Greatsword
3191200	Gargoyle's Lava Greatsword
3200000	Death's Poker
3210000	Gargoyle's Blackblade
3210100	Heavy Gargoyle's Blackblade
3210200	Keen Gargoyle's Blackblade
3210300	Quality Gargoyle's Blackblade
3210400	Glint Gargoyle's Blackblade
3210500	Dragonkin Gargoyle's Blackblade
3210600	Gravity Gargoyle's Blackblade
3210700	Flame Gargoyle's Blackblade
3210800	Golden Gargoyle's Blackblade
3210900	Draconic Gargoyle's Blackblade
3211000	Bestial Gargoyle's Blackblade
3211100	Night Gargoyle's Blackblade
3211200	Lava Gargoyle's Blackblade
3220000	[ERROR]
3230000	Sword of Hadea
3240000	Dyru's Greatsword
3250000	Regal Splitblade
3255000	Regal Splitblade
3300000	Prime Maliketh's Black Blade
3500000	Sword Lance
3500100	Heavy Sword Lance
3500200	Keen Sword Lance
3500300	Quality Sword Lance
3500400	Glint Sword Lance
3500500	Dragonkin Sword Lance
3500600	Gravity Sword Lance
3500700	Flame Sword Lance
3500800	Golden Sword Lance
3500900	Draconic Sword Lance
3501000	Bestial Sword Lance
3501100	Night Sword Lance
3501200	Lava Sword Lance
3501300	Frenzy Sword Lance
3501400	Death Sword Lance
3501500	Godslayer Sword Lance
3501600	Frost Sword Lance
3501700	Aberrant Sword Lance
3501800	Bloodflame Sword Lance
3501900	Rotten Sword Lance
3502000	Storm Sword Lance
3502100	Mystic Sword Lance
3510000	Greatsword of Damnation
3520000	Lizard Greatsword
3520100	Heavy Lizard Greatsword
3520200	Keen Lizard Greatsword
3520300	Quality Lizard Greatsword
3520400	Glint Lizard Greatsword
3520500	Dragonkin Lizard Greatsword
3520600	Gravity Lizard Greatsword
3520700	Flame Lizard Greatsword
3520800	Golden Lizard Greatsword
3520900	Draconic Lizard Greatsword
3521000	Bestial Lizard Greatsword
3521100	Night Lizard Greatsword
3521200	Lava Lizard Greatsword
3521300	Frenzy Lizard Greatsword
3521400	Death Lizard Greatsword
3521500	Godslayer Lizard Greatsword
3521600	Frost Lizard Greatsword
3521700	Aberrant Lizard Greatsword
3521800	Bloodflame Lizard Greatsword
3521900	Rotten Lizard Greatsword
3522000	Storm Lizard Greatsword
3522100	Mystic Lizard Greatsword
3550000	Greatsword of Solitude
3560000	Greatsword of Midra
3900000	[ERROR]
4000000	Greatsword
4000100	Heavy Greatsword
4000200	Keen Greatsword
4000300	Quality Greatsword
4000400	Glint Greatsword
4000500	Dragonkin Greatsword
4000600	Gravity Greatsword
4000700	Flame Greatsword
4000800	Golden Greatsword
4000900	Draconic Greatsword
4001000	Bestial Greatsword
4001100	Night Greatsword
4001200	Lava Greatsword
4001300	Frenzy Greatsword
4001400	Death Greatsword
4001500	Godslayer Greatsword
4001600	Frost Greatsword
4001700	Aberrant Greatsword
4001800	Bloodflame Greatsword
4001900	Rotten Greatsword
4002000	Storm Greatsword
4002100	Mystic Greatsword
4010000	Watchdog's Greatsword
4010100	Watchdog's Heavy Greatsword
4010200	Watchdog's Keen Greatsword
4010300	Watchdog's Quality Greatsword
4010400	Watchdog's Glint Greatsword
4010500	Watchdog's Dragonkin Greatsword
4010600	Watchdog's Gravity Greatsword
4010700	Watchdog's Flame Greatsword
4010800	Watchdog's Golden Greatsword
4010900	Watchdog's Draconic Greatsword
4011000	Watchdog's Bestial Greatsword
4011100	Watchdog's Night Greatsword
4011200	Watchdog's Lava Greatsword
4011300	Watchdog's Frenzy Greatsword
4011400	Watchdog's Death Greatsword
4011500	Watchdog's Godslayer Greatsword
4011600	Watchdog's Frost Greatsword
4011700	Watchdog's Aberrant Greatsword
4011800	Watchdog's Bloodflame Greatsword
4011900	Watchdog's Rotten Greatsword
4012000	Watchdog's Storm Greatsword
4012100	Watchdog's Mystic Greatsword
4020000	Maliketh's Black Blade
4030000	Troll's Golden Sword
4030100	Troll's Golden Heavy Sword
4030200	Troll's Golden Keen Sword
4030300	Troll's Golden Quality Sword
4030400	Troll's Golden Glint Sword
4030500	Troll's Golden Dragonkin Sword
4030600	Troll's Golden Gravity Sword
4030700	Troll's Golden Flame Sword
4030800	Troll's Golden Golden Sword
4030900	Troll's Golden Draconic Sword
4031000	Troll's Golden Bestial Sword
4031100	Troll's Golden Night Sword
4031200	Troll's Golden Lava Sword
4031300	Troll's Golden Frenzy Sword
4031400	Troll's Golden Death Sword
4031500	Troll's Golden Godslayer Sword
4031600	Troll's Golden Frost Sword
4031700	Troll's Golden Aberrant Sword
4031800	Troll's Golden Bloodflame Sword
4031900	Troll's Golden Rotten Sword
4032000	Troll's Golden Storm Sword
4032100	Troll's Golden Mystic Sword
4040000	Zweihander
4040100	Heavy Zweihander
4040200	Keen Zweihander
4040300	Quality Zweihander
4040400	Glint Zweihander
4040500	Dragonkin Zweihander
4040600	Gravity Zweihander
4040700	Flame Zweihander
4040800	Golden Zweihander
4040900	Draconic Zweihander
4041000	Bestial Zweihander
4041100	Night Zweihander
4041200	Lava Zweihander
4041300	Frenzy Zweihander
4041400	Death Zweihander
4041500	Godslayer Zweihander
4041600	Frost Zweihander
4041700	Aberrant Zweihander
4041800	Bloodflame Zweihander
4041900	Rotten Zweihander
4042000	Storm Zweihander
4042100	Mystic Zweihander
4050000	Starscourge Greatsword
4060000	Royal Greatsword
4070000	Godslayer's Greatsword
4080000	Ruins Greatsword
4100000	Grafted Blade Greatsword
4110000	Troll Knight's Sword
4120000	Gravelstone Arcblades
4130000	Osian's Greatsword
4140000	Fingerprint Hexmark
4500000	Ancient Meteoric Ore Greatsword
4520000	Fire Knight's Greatsword
4520100	Fire Knight's Heavy Greatsword
4520200	Fire Knight's Keen Greatsword
4520300	Fire Knight's Quality Greatsword
4520400	Fire Knight's Fire Greatsword
4520500	Fire Knight's Flame Art Greatsword
4520600	Fire Knight's Lightning Greatsword
4520700	Fire Knight's Sacred Greatsword
4520800	Fire Knight's Magic Greatsword
4520900	Fire Knight's Cold Greatsword
4521000	Fire Knight's Poison Greatsword
4521100	Fire Knight's Blood Greatsword
4521200	Fire Knight's Occult Greatsword
4530000	Greatswords of Radahn
4540000	Moonrithyll's Knight Sword
4550000	Greatsword of Radahn (Light)
4900000	[ERROR]
4910000	[ERROR]
5000000	Estoc
5000100	Heavy Estoc
5000200	Keen Estoc
5000300	Quality Estoc
5000400	Glint Estoc
5000500	Dragonkin Estoc
5000600	Gravity Estoc
5000700	Flame Estoc
5000800	Golden Estoc
5000900	Draconic Estoc
5001000	Bestial Estoc
5001100	Night Estoc
5001200	Lava Estoc
5001300	Frenzy Estoc
5001400	Death Estoc
